出貨/銷退日(C10),客戶編號,產品料號,淨銷售量(交易),銷售淨額(本幣/未稅)
2024/01/09,A1189,C0199019,1,1590
2024/01/09,A1189,D0102004,1,172
2024/01/09,A1213,H0101031,1,600
2024/01/09,A1213,H0108002,1,1500
2024/01/09,B1209,A0101003,7,9590
2024/01/09,B1209,C0199021,1,2100
2024/01/09,B1209,I0201002,1,250
2024/01/09,B1209,K0101035,2,310
2024/01/09,B1209,M0401005,1,2500
2024/01/09,B1236,C0199021,6,12900
2024/01/09,B1236,I0101014,8,5200
2024/01/09,B1301,A0101003,10,13700
2024/01/09,B1301,C0199021,1,2100
2024/01/09,B1301,I0404007,6,1740
2024/01/09,B1301,I0507002,2,520
2024/01/09,B1301,I0599036,1,120
2024/01/09,B1320,A0102027,4,5600
2024/01/09,B1320,A0111002,1,1100
2024/01/09,B1320,B0401001,6,2160
2024/01/09,B1320,G0601007,2,3200
2024/01/09,B1320,P9999010,30,3000
2024/01/09,B1396,A0202005,20,3200
2024/01/09,B1396,K0201171,6,1200
2024/01/09,B1400,G0502001,-2,-4400
2024/01/09,B1400,I0299040,1,1050
2024/01/09,B1400,K0101061,3,2565
2024/01/09,B1508,A0101001,2,3060
2024/01/09,B1508,E0101011,1,900
2024/01/09,B1517,B0401001,36,11880
2024/01/09,B1517,I0404031,16,2320
2024/01/09,B1524,A0101003,10,13500
2024/01/09,B1524,A0102003,20,30200
2024/01/09,B1524,A0102005,40,52000
2024/01/09,B1524,A0102007,8,11600
2024/01/09,B1524,A0102009,10,13000
2024/01/09,B1524,D0199011,2,5560
2024/01/09,B1562,B0401001,24,8640
2024/01/09,B1568,A0102009,1,1350
2024/01/09,B1568,A0111002,1,1100
2024/01/09,B1568,B0401001,4,1371
2024/01/09,B1568,I0404007,2,580
2024/01/09,B1568,I0699006,1,850
2024/01/09,B1569,A0102009,8,10800
2024/01/09,B1569,M0101001,12,3816
2024/01/09,B1665,A0101001,2,3060
2024/01/09,B1665,A0101003,1,1500
2024/01/09,B1665,F0102003,2,1000
2024/01/09,B1665,G0101004,1,650
2024/01/09,B1665,I0203005,2,2800
2024/01/09,B1665,I0203011,1,1000
2024/01/09,B1665,J0102001,1,215
2024/01/09,B1665,J0201001,12,2880
2024/01/09,B1665,J0499027,1,315
2024/01/09,B1665,N9901079,30,1200
2024/01/09,B1665,N9901084,20,800
2024/01/09,B1665,R1111,0,0
2024/01/09,B1690,A0101007,1,1750
2024/01/09,B1690,B0401001,36,12960
2024/01/09,B1716,H0101016,1,4200
2024/01/09,B1724,B0401001,4,1680
2024/01/09,B1741,A0301012,12,1500
2024/01/09,B1741,D0101010,20,1340
2024/01/09,B1741,J0101018,8,4200
2024/01/09,B1741,J0399027,10,1050
2024/01/09,B1741,J0499025,6,1530
2024/01/09,B1741,J0499027,6,1530
2024/01/09,B1758,A0101003,1,1350
2024/01/09,B1758,I0599019,3,1380
2024/01/09,B1858,A0102001,6,7200
2024/01/09,B1858,A0102009,1,1248
2024/01/09,B1858,M0101003,24,3840
2024/01/09,B1911,B0301027,7,3360
2024/01/09,B1934,A0311001,3,1200
2024/01/09,B1934,D0101009,5,450
2024/01/09,B1934,E0101007,3,510
2024/01/09,B1934,K0101061,2,1710
2024/01/09,B1937,F0101001,10,7300
2024/01/09,B1937,F0101029,5,4200
2024/01/09,B1937,F0101043,5,3900
2024/01/09,B1937,I0102005,4,5200
2024/01/09,B1937,I0404057,4,1440
2024/01/09,B2096,B1002001,24,3096
2024/01/09,B2096,I0404011,2,760
2024/01/09,B2129,A0102001,1,1370
2024/01/09,B2317,B0401001,36,11520
2024/01/09,B2317,C0199024,176,23760
2024/01/09,B2317,I0599036,18,1800
2024/01/09,B2317,L0302005,3,6600
2024/01/09,B2317,M0401005,3,7500
2024/01/09,B2347,D0206001,1,1250
2024/01/09,B2347,J0201001,1,240
2024/01/09,B2347,J0604001,1,2250
2024/01/09,B2347,K0101035,4,620
2024/01/09,B2347,M0401001,2,1300
2024/01/09,B2347,N9901086,200,2000
2024/01/09,B2347,R1110,1,95
2024/01/09,B2363,H0203006,2,400
2024/01/09,B2714,A0101001,2,3060
2024/01/09,B2714,R1100,2,190
2024/01/09,B2813,H0101017,1,420
2024/01/09,B2813,R1116,0,0
2024/01/09,B2930,C0199019,2,3180
2024/01/09,B2933,F0101038,5,4150
2024/01/09,B2933,G0602004,1,1030
2024/01/09,B2933,H0101045,2,1300
2024/01/09,B2933,H0601022,1,3200
2024/01/09,B2933,I0101008,1,600
2024/01/09,B2933,N0101025,30,1500
2024/01/09,B2933,R1100,1,125
2024/01/09,B3047,A0102009,8,10800
2024/01/09,B3133,J0302002,4,540
2024/01/09,B3305,D0601004,20,820
2024/01/09,B3368,C0199017,2,5080
2024/01/09,B3430,A0101001,1,1530
2024/01/09,B3430,G0601021,1,1600
2024/01/09,B3458,B0403001,2,450
2024/01/09,B3458,B0904001,1,400
2024/01/09,B3458,C0107002,1,840
2024/01/09,B3458,E0301001,2,280
2024/01/09,B3458,G0104007,3,1380
2024/01/09,B3458,H0101031,1,600
2024/01/09,B3458,J0101009,2,670
2024/01/09,B3458,J0499027,3,945
2024/01/09,B3458,J0599005,1,330
2024/01/09,B3458,K0101138,1,720
2024/01/09,B3475,I0102004,1,2400
2024/01/09,B3508,A0101007,1,1750
2024/01/09,B3508,A0102001,1,1370
2024/01/09,B3508,C0199010,4,880
2024/01/09,B3508,G0601021,3,4800
2024/01/09,B3508,G0602067,2,1400
2024/01/09,B3508,I0404007,4,1160
2024/01/09,B3508,I0404030,4,1800
2024/01/09,B3516,G0601018,1,5200
2024/01/09,B3577,C0199021,3,6450
2024/01/09,B3577,G0502001,1,2200
2024/01/09,B3601,G0601020,5,6500
2024/01/09,B3604,G0601021,1,1600
2024/01/09,B3604,I0202002,1,490
2024/01/09,B3604,J0109041,1,1200
2024/01/09,B3604,N0101013,20,600
2024/01/09,B3629,G0103009,2,1010
2024/01/09,B3629,H0601022,5,11000
2024/01/09,B3629,J0109008,3,1950
2024/01/09,B3738,G0601001,1,2000
2024/01/09,B3738,G0602004,1,1030
2024/01/09,B3738,I0404031,1,190
2024/01/09,B3738,M0101003,3,519
2024/01/09,B3758,B0401001,36,12960
2024/01/09,B3758,B0904001,1,400
2024/01/09,B3758,I0699004,3,1650
2024/01/09,B3807,A0101001,2,2920
2024/01/09,B3807,A0101003,3,4110
2024/01/09,B3807,A0105004,2,290
2024/01/09,B3807,A0399049,2,456
2024/01/09,B3807,L0102003,1,195
2024/01/09,B3873,R1100,1,95
2024/01/09,B3873,U0101010,30,2250
2024/01/09,B3894,A0101001,2,2960
2024/01/09,B3902,J0101009,1,335
2024/01/09,B3902,J0101018,1,600
2024/01/09,B3902,J0109043,2,2400
2024/01/09,B3940,C0199021,6,12600
2024/01/09,B3961,D0699002,4,840
2024/01/09,B3961,I0199010,1,900
2024/01/09,B3961,I0201006,4,640
2024/01/09,B3961,I0599018,4,1480
2024/01/09,B4005,B0401001,24,8640
2024/01/09,B4005,D0101010,10,850
2024/01/09,B4005,D9999002,2,260
2024/01/09,B4005,I0404007,2,580
2024/01/09,B4005,J0109012,1,286
2024/01/09,B4005,J0109014,1,286
2024/01/09,B4068,B0301011,1,320
2024/01/09,B4068,D0199027,4,600
2024/01/09,B4068,G0601007,1,1600
2024/01/09,B4068,J0201008,1,265
2024/01/09,B4068,R1111,0,0
2024/01/09,B4259,M0101003,24,3840
2024/01/09,B4268,C0104028,0,-450
2024/01/09,B4290,D0102009,1,1710
2024/01/09,B4385,H0303012,40,3200
2024/01/09,B4408,H0101031,5,3000
2024/01/09,B4446,B0401001,"1,200",336000
2024/01/09,B4452,A0102001,1,1370
2024/01/09,B4452,A0105006,2,2420
2024/01/09,B4475,H0101017,1,420
2024/01/09,B4475,H0101024,2,580
2024/01/09,B4475,H0101033,3,1650
2024/01/09,B4475,I0101009,1,520
2024/01/09,B4475,I0599024,1,1500
2024/01/09,B4502,A0102009,6,8071
2024/01/09,B4531,E0101001,1,1600
2024/01/09,B4531,R1100,1,95
2024/01/09,B4555,B0904001,4,1600
2024/01/09,B4555,C0107002,1,840
2024/01/09,B4555,K0301003,1,1040
2024/01/09,B4617,A0101005,1,1950
2024/01/09,B4617,D0206001,5,6250
2024/01/09,B4617,I0503006,2,798
2024/01/09,B4617,J0399033,8,1400
2024/01/09,B4657,J0399091,0,0
2024/01/09,B4667,A0101001,1,1530
2024/01/09,B4667,A0101003,1,1500
2024/01/09,B4667,B0199009,15,12600
2024/01/09,B4667,D0206002,1,1000
2024/01/09,B4667,D9999002,1,130
2024/01/09,B4667,E0202005,5,100
2024/01/09,B4667,F0102003,1,500
2024/01/09,B4667,H0101031,1,600
2024/01/09,B4667,I0101009,1,520
2024/01/09,B4667,I0199006,1,600
2024/01/09,B4667,I0299040,1,1050
2024/01/09,B4667,J0201001,1,240
2024/01/09,B4667,L0199008,2,3500
2024/01/09,B4667,M0101004,4,1520
2024/01/09,B4667,M0101008,1,455
2024/01/09,B4684,A0101007,1,1750
2024/01/09,B4684,D0699004,20,1200
2024/01/09,B4684,L0102001,5,650
2024/01/09,B4684,P9999072,1,400
2024/01/09,B4745,F0401033,1,2800
2024/01/09,B4745,I0699004,1,550
2024/01/09,B4798,D0101010,10,850
2024/01/09,B4798,D0401009,1,820
2024/01/09,B4798,I0404037,3,870
2024/01/09,B4798,J0201001,1,240
2024/01/09,B4838,B0301010,1,320
2024/01/09,B4838,B0301027,2,960
2024/01/09,B4838,B0401001,12,4320
2024/01/09,B4838,H0601010,1,4000
2024/01/09,B4838,K0101035,1,155
2024/01/09,B4853,B0401001,6,2520
2024/01/09,B4853,R1100,1,95
2024/01/09,B4903,H0401022,4,3200
2024/01/09,B4903,K0101202,20,5100
2024/01/09,B4979,B0301027,2,960
2024/01/09,B4979,M0101002,24,4080
2024/01/09,B4994,J0599005,5,1650
2024/01/09,B4994,R1100,1,95
2024/01/09,B5003,A0399045,4,3600
2024/01/09,B5003,F0301010,1,370
2024/01/09,B5003,I0404030,2,900
2024/01/09,B5003,I0404044,2,580
2024/01/09,B5003,I0404046,1,450
2024/01/09,B5011,D0201003,2,1250
2024/01/09,B5036,B0299004,2,2400
2024/01/09,B5036,J0699009,1,880
2024/01/09,B5080,D0101010,10,850
2024/01/09,B5080,E0101001,1,1900
2024/01/09,B5080,G0104007,12,4800
2024/01/09,B5080,H0401018,4,2000
2024/01/09,B5080,J0499024,1,1980
2024/01/09,B5080,J0499056,5,4750
2024/01/09,B5080,J0499058,1,2200
2024/01/09,B5080,J0599006,1,3300
2024/01/09,B5081,C0104014,1,850
2024/01/09,B5081,G0101004,1,650
2024/01/09,B5103,H0101017,5,2100
2024/01/09,B5103,H0101035,1,1050
2024/01/09,B5103,R1110,0,0
2024/01/09,B5165,A0101003,1,1450
2024/01/09,B5165,A0102009,4,5600
2024/01/09,B5165,B0199009,5,4950
2024/01/09,B5165,B0301011,3,960
2024/01/09,B5165,D0103004,40,760
2024/01/09,B5165,D0103009,3,114
2024/01/09,B5165,E0202005,5,90
2024/01/09,B5165,H0109002,1,450
2024/01/09,B5165,I0102017,1,1400
2024/01/09,B5165,J0201001,2,480
2024/01/09,B5165,L0102003,3,585
2024/01/09,B5165,M0101001,3,954
2024/01/09,B5165,M0101009,2,910
2024/01/09,B5168,B0401001,72,24480
2024/01/09,B5168,C0199019,1,1500
2024/01/09,B5168,D0102003,1,3500
2024/01/09,B5168,D0602001,3,2940
2024/01/09,B5181,G0502001,2,4400
2024/01/09,B5191,F0101009,5,4000
2024/01/09,B5240,A0101001,1,1530
2024/01/09,B5240,D0103012,1,925
2024/01/09,B5240,E0202005,1,20
2024/01/09,B5240,H0101009,1,330
2024/01/09,B5240,I0503002,4,1400
2024/01/09,B5240,J0201003,2,270
2024/01/09,B5240,L0102003,3,585
2024/01/09,B5240,L0102004,1,195
2024/01/09,B5240,M0101001,2,636
2024/01/09,B5240,R1111,0,0
2024/01/09,B5261,H0305005,1,490
2024/01/09,B5261,R1100,1,95
2024/01/09,B5274,C0199019,1,1511
2024/01/09,B5274,D0101009,2,180
2024/01/09,B5274,J0201007,2,434
2024/01/09,B5274,J0499021,2,348
2024/01/09,B5274,J0499037,1,103
2024/01/09,B5274,K0101017,1,600
2024/01/09,B5274,K0101178,1,500
2024/01/09,B5315,I0204004,1,240
2024/01/09,B5315,J0201003,40,4800
2024/01/09,B5332,G0201011,2,2000
2024/01/09,B5332,H0305005,1,490
2024/01/09,B5332,I0699004,4,2200
2024/01/09,B5332,K0101202,56,12320
2024/01/09,B5371,H0101009,1,330
2024/01/09,B5371,H0101030,1,600
2024/01/09,B5371,H0101031,3,1800
2024/01/09,B5373,D0601004,20,820
2024/01/09,B5373,R1116,0,0
2024/01/09,B5454,J0201001,1,240
2024/01/09,B5454,J0201008,1,265
2024/01/09,B5454,R1111,0,0
2024/01/09,B5458,C0104012,1,171
2024/01/09,B5458,C0104029,1,290
2024/01/09,B5458,D0102004,6,1080
2024/01/09,B5458,D0103004,1,19
2024/01/09,B5458,D0204001,1,140
2024/01/09,B5458,F0301010,1,370
2024/01/09,B5458,H0101009,1,330
2024/01/09,B5458,I0507002,1,260
2024/01/09,B5458,J0201008,1,265
2024/01/09,B5494,H0401024,5,2000
2024/01/09,B5494,M0101002,24,4080
2024/01/09,B5530,K0101020,40,4400
2024/01/09,B5530,K0101022,64,4480
2024/01/09,B5540,B0301027,2,960
2024/01/09,B5540,D0101010,3,270
2024/01/09,B5540,H0101017,4,1680
2024/01/09,B5540,I0404025,1,420
2024/01/09,B5541,B0199014,5,1450
2024/01/09,B5541,B0904001,1,400
2024/01/09,B5541,C0199019,1,1590
2024/01/09,B5541,C0199027,1,686
2024/01/09,B5541,D0101011,5,500
2024/01/09,B5541,E0101002,2,240
2024/01/09,B5541,G0502022,1,115
2024/01/09,B5541,H0103002,1,730
2024/01/09,B5541,H0108002,1,1500
2024/01/09,B5552,A0105004,3,450
2024/01/09,B5552,H0399023,1,95
2024/01/09,B5552,I0404045,3,780
2024/01/09,B5592,C0107002,1,840
2024/01/09,B5592,R1100,1,95
2024/01/09,B5599,G0103009,3,1514
2024/01/09,B5599,H0601022,2,4400
2024/01/09,B5599,J0109008,2,1300
2024/01/09,B5656,A0102005,1,1450
2024/01/09,B5656,B0401001,4,1680
2024/01/09,B5656,H0101031,4,2400
2024/01/09,B5664,H0399023,1,95
2024/01/09,B5682,B0401001,24,8640
2024/01/09,B5682,B1001002,12,1829
2024/01/09,B5682,D0199001,1,320
2024/01/09,B5682,D9999023,1,750
2024/01/09,B5685,A0101007,1,1750
2024/01/09,B5685,R1116,0,0
2024/01/09,B5713,H0399012,2,72
2024/01/09,B5713,I0201017,1,2300
2024/01/09,B5722,F0401033,1,2800
2024/01/09,B5722,J0201001,1,240
2024/01/09,B5759,G0502001,2,4400
2024/01/09,B5775,C0107004,1,580
2024/01/09,B5775,D0101012,10,1000
2024/01/09,B5775,H0203006,2,400
2024/01/09,B5775,K0101178,3,1500
2024/01/09,B5775,K0102001,20,4400
2024/01/09,B5776,B0401001,48,17280
2024/01/09,B5826,I0203005,2,2800
2024/01/09,B5826,L0203001,4,3600
2024/01/09,B5834,B0401001,1,320
2024/01/09,B5834,D0206004,1,1060
2024/01/09,B5834,D9999005,1,840
2024/01/09,B5834,G0103009,2,1010
2024/01/09,B5834,G0602040,2,2200
2024/01/09,B5834,H0601022,1,2200
2024/01/09,B5834,I0404031,1,145
2024/01/09,B5837,J0101001,1,445
2024/01/09,B5837,J0499025,3,756
2024/01/09,B5837,J0499027,1,315
2024/01/09,B5837,M0501013,2,9600
2024/01/09,B5845,D0101009,1,72
2024/01/09,B5845,E0202005,1,16
2024/01/09,B5845,J0399018,1,88
2024/01/09,B5845,J0399033,2,280
2024/01/09,B5845,K0101211,2,240
2024/01/09,B5859,A0102009,1,1400
2024/01/09,B5859,B0601002,1,210
2024/01/09,B5859,R1100,1,95
2024/01/09,B5905,A0101003,2,2750
2024/01/09,B5905,B0199009,5,4400
2024/01/09,B5905,L0102003,1,195
2024/01/09,B5905,M0101002,8,1360
2024/01/09,B5905,M0101008,2,910
2024/01/09,B5905,P0102003,1,195
2024/01/09,B5921,A0102009,3,4036
2024/01/09,B5926,D0102009,1,1800
2024/01/09,B5926,H0105003,4,2280
2024/01/09,B5926,M0101003,6,1038
2024/01/09,B5995,B0301011,1,320
2024/01/09,B5995,H0101009,2,660
2024/01/09,B5995,R1111,0,0
2024/01/09,B5995,R1112,0,0
2024/01/09,B6002,C0104017,1,648
2024/01/09,B6002,J0109013,2,571
2024/01/09,B6002,R1100,1,95
2024/01/09,B6020,I0199012,1,4950
2024/01/09,B6022,P0109002,1,2190
2024/01/09,B6022,P0109007,1,1120
2024/01/09,B6022,P0109013,1,1520
2024/01/09,B6023,P0109007,3,3360
2024/01/09,B6023,P0109008,1,940
2024/01/09,B6030,A0101001,1,1530
2024/01/09,B6030,A0101003,1,1500
2024/01/09,B6030,B0301027,6,2880
2024/01/09,B6030,E0101007,2,340
2024/01/09,B6030,G0502002,2,1980
2024/01/09,B6030,I0101008,2,1200
2024/01/09,B6030,I0202002,2,980
2024/01/09,B6030,P9999072,2,800
2024/01/09,B6036,A0111002,1,1100
2024/01/09,B6036,A0111023,1,1300
2024/01/09,B6036,I0507014,1,250
2024/01/09,B6036,K0101035,1,155
2024/01/09,B6036,M0101002,1,170
2024/01/09,B6036,M0199008,1,96
2024/01/09,B6036,M0199009,1,96
2024/01/09,B6049,C0104028,3,4200
2024/01/09,C1185,D0199001,30,9000
2024/01/09,C1185,D9999005,10,8400
2024/01/09,C1205,A0102009,10,13500
2024/01/09,C1205,C0104028,6,8400
2024/01/09,C1289,B0401001,1,420
2024/01/09,C1289,I0202002,1,490
2024/01/09,C1289,I0599042,7,2240
2024/01/09,C1335,A0102001,3,3950
2024/01/09,C1336,B0401001,12,4320
2024/01/09,C1336,B0904001,12,4200
2024/01/09,C1365,J0201001,12,2400
2024/01/09,C1365,J0302002,100,11000
2024/01/09,C1370,J0201001,1,240
2024/01/09,C1370,J0201007,1,260
2024/01/09,C1370,J0399033,10,1750
2024/01/09,C1370,J0399059,1,350
2024/01/09,C1370,J0699010,-2,-2160
2024/01/09,C1370,J0699027,"2,000",2240
2024/01/09,C1370,K0101094,2,450
2024/01/09,C1370,K0201017,20,4360
2024/01/09,C1370,R1111,0,0
2024/01/09,C1428,A0101001,10,15300
2024/01/09,C1428,A0102009,2,2800
2024/01/09,C1436,D0102009,3,5400
2024/01/09,C1516,A0102005,5,7250
2024/01/09,C1516,B0401001,36,10800
2024/01/09,C1516,I0503006,8,3200
2024/01/09,C1521,J0201007,90,18900
2024/01/09,C1527,A0101001,2,3060
2024/01/09,C1527,A0102001,4,5480
2024/01/09,C1533,A0102001,30,37500
2024/01/09,C1533,G0601007,1,1600
2024/01/09,C1561,I0199010,16,12160
2024/01/09,C1664,A0101003,2,2900
2024/01/09,C1666,A0311001,5,1950
2024/01/09,C1666,F0301010,4,1480
2024/01/09,C1666,J0699009,1,880
2024/01/09,C1819,A0111002,3,3240
2024/01/09,C1819,G0602105,1,1365
2024/01/09,C1922,A0101001,3,4590
2024/01/09,C1995,A0101003,2,2900
2024/01/09,C1995,A0102001,2,2640
2024/01/09,C1995,L0302005,2,5714
2024/01/09,C2045,B0401001,12,4320
2024/01/09,C2125,A0101011,3,6000
2024/01/09,C2213,I0404007,18,5220
2024/01/09,C2213,I0404011,12,4200
2024/01/09,C2219,A0102027,1,1400
2024/01/09,C2219,R1116,0,0
2024/01/09,C2236,C0104014,0,0
2024/01/09,C2269,A0102009,3,4036
2024/01/09,C2344,C0199017,4,7120
2024/01/09,C2354,A0102001,4,4800
2024/01/09,C2354,A0102009,2,2496
2024/01/09,C2354,L0102001,1,125
2024/01/09,C2391,H0101035,2,2100
2024/01/09,C2403,A0102009,3,4036
2024/01/09,C2422,F0301010,10,3238
2024/01/09,C2422,H0601010,1,4000
2024/01/09,C2444,A0101001,1,1530
2024/01/09,C2444,A0101007,1,1750
2024/01/09,C2488,J0201007,8,1960
2024/01/09,C2488,J0299014,4,1060
2024/01/09,C2520,B0401001,12,4320
2024/01/09,C2520,H0101013,1,340
2024/01/09,C2520,H0101042,2,640
2024/01/09,C2520,I0404058,1,320
2024/01/09,C2520,I0507004,2,384
2024/01/09,C2520,I0599010,1,450
2024/01/09,C2520,K0101136,1,320
2024/01/09,C2553,A0101001,2,3060
2024/01/09,C2553,G0601021,1,1600
2024/01/09,C2553,L0103001,10,500
2024/01/09,C2553,M0401001,2,1300
2024/01/09,C2604,B0401001,24,8229
2024/01/09,C2634,F0301009,1,2400
2024/01/09,C2634,M0101002,2,340
2024/01/09,C2634,N9901030,50,500
2024/01/09,C2634,N9901078,10,400
2024/01/09,C2651,A0101001,1,1530
2024/01/09,C2651,A0102009,2,2800
2024/01/09,C2651,C0199019,1,1590
2024/01/09,C2651,H0101013,1,340
2024/01/09,C2651,H0399002,2,180
2024/01/09,C2651,I0201012,1,240
2024/01/09,C2651,M0101003,1,173
2024/01/09,C2651,M0101008,4,1820
2024/01/09,C2651,M0101009,1,455
2024/01/09,C2693,A0314001,4,88
2024/01/09,C2693,D0103004,80,1520
2024/01/09,C2693,D0104002,20,660
2024/01/09,C2693,D0601002,20,820
2024/01/09,C2693,F0102002,2,4000
2024/01/09,C2693,G0401004,4,1200
2024/01/09,C2693,N0801004,1,780
2024/01/09,C2729,A0102003,5,7800
2024/01/09,C2729,E0202005,3,60
2024/01/09,C2729,F0102003,4,2000
2024/01/09,C2734,E0101002,1,120
2024/01/09,C2734,J0499023,1,430
2024/01/09,C2734,J0501001,1,960
2024/01/09,C2734,J0599005,2,660
2024/01/09,C2734,K0101168,1,1500
2024/01/09,C2787,B0104002,4,27200
2024/01/09,C2787,B0202001,36,18468
2024/01/09,C2787,B0301071,10,2800
2024/01/09,C2787,D9999002,7,910
2024/01/09,C2787,E0202005,40,720
2024/01/09,C2787,F0101043,5,3900
2024/01/09,C2787,G0601007,4,6400
2024/01/09,C2787,G0602004,1,1030
2024/01/09,C2787,I0101001,2,10400
2024/01/09,C2787,L0102001,20,2400
2024/01/09,C2787,L0102003,14,2730
2024/01/09,C2831,H0102003,1,3000
2024/01/09,C2831,I0503006,3,1200
2024/01/09,C2868,D0199020,6,1122
2024/01/09,C2912,A0101007,2,3500
2024/01/09,C2912,H0305003,6,2280
2024/01/09,C2923,D0101010,10,670
2024/01/09,C2923,D0101011,10,790
2024/01/09,C2923,R1108,0,0
2024/01/09,C2984,A0102005,1,1450
2024/01/09,C2984,B0401001,12,4320
2024/01/09,C2984,H0601021,1,1600
2024/01/09,C2984,K0101138,1,720
2024/01/09,C2984,R1110,0,0
2024/01/09,C3008,H0101035,3,3150
2024/01/09,C3016,J0399092,5,1750
2024/01/09,C3016,J0399093,7,2450
2024/01/09,C3016,R1111,0,0
2024/01/09,C3039,B0401001,12,4320
2024/01/09,C3039,R1109,0,0
2024/01/09,C3068,A0105004,5,750
2024/01/09,C3068,R1100,1,95
2024/01/09,C3100,C0107002,1,840
2024/01/09,C3100,J0109008,12,9000
2024/01/09,C3115,A0102003,1,1610
2024/01/09,C3115,A0102013,6,8100
2024/01/09,C3115,B0401001,24,8640
2024/01/09,C3115,C0199019,1,1590
2024/01/09,C3115,D9999010,1,2500
2024/01/09,C3115,L0203001,1,900
2024/01/09,C3115,N0101002,10,250
2024/01/09,C3115,N0101003,10,250
2024/01/09,C3115,N0101006,10,250
2024/01/09,C3129,K0101162,6,3720
2024/01/09,C3142,M0101003,3,519
2024/01/09,C3142,M0101011,1,400
2024/01/09,C3142,R1100,1,95
2024/01/09,C3145,A0102001,1,1370
2024/01/09,C3145,D0201003,3,1875
2024/01/09,C3145,D0206001,3,3750
2024/01/09,C3150,B0199014,60,14400
2024/01/09,C3167,B0299004,1,1200
2024/01/09,C3167,G0602031,1,1500
2024/01/09,C3167,H0101017,1,420
2024/01/09,C3167,L0102001,1,130
2024/01/09,C3196,G0601018,1,5200
2024/01/09,C3196,H0104002,2,1540
2024/01/09,C3197,B0204001,1,640
2024/01/09,C3197,B0301027,1,480
2024/01/09,C3197,B0401001,1,360
2024/01/09,C3197,B0904001,1,400
2024/01/09,C3197,I0101015,1,620
2024/01/09,C3197,I0503002,1,350
2024/01/09,C3197,J0201001,1,240
2024/01/09,C3197,J0399028,1,615
2024/01/09,C3197,L0102001,1,130
2024/01/09,C3197,L0102002,1,150
2024/01/09,C3197,M0401001,1,650
2024/01/09,C3197,R1110,0,0
2024/01/09,C3198,A0111023,2,2600
2024/01/09,C3198,H0101009,1,330
2024/01/09,D1103,A0105004,5,750
2024/01/09,D1103,A0105008,3,5850
2024/01/09,D1103,A0105010,2,2900
2024/01/09,D1103,A0105012,5,8250
2024/01/09,D1103,B0401001,2,720
2024/01/09,D1103,C0104028,1,1450
2024/01/09,D1103,D0104002,20,720
2024/01/09,D1103,D0206001,5,5750
2024/01/09,D1103,I0102018,2,3200
2024/01/09,D1103,I0504003,1,300
2024/01/09,D1103,J9999045,1,390
2024/01/09,D1103,M0101002,5,850
2024/01/09,D1106,I0203005,-6,-8400
2024/01/09,D1113,A0102003,4,6240
2024/01/09,D1150,A0102001,8,10533
2024/01/09,D1207,I0102003,18,21600
2024/01/09,D1265,B0401001,12,4320
2024/01/09,D1265,B0904001,6,2400
2024/01/09,D1300,D9999002,100,13000
2024/01/09,D1300,H0105003,20,11400
2024/01/09,D1300,I0101014,12,7800
2024/01/09,D1303,A0101001,3,4590
2024/01/09,D1303,A0102003,1,1610
2024/01/09,D1303,M0101002,72,11376
2024/01/09,D1303,M0101003,48,7680
2024/01/09,D1326,C0104028,0,-3600
2024/01/09,D1360,A0311001,2,700
2024/01/09,D1360,D0699004,10,600
2024/01/09,D1360,G0602067,3,2100
2024/01/09,D1360,H0301029,2,1300
2024/01/09,D1360,J0109005,1,350
2024/01/09,D1375,A0102009,9,12107
2024/01/09,D1409,G0502002,3,2970
2024/01/09,D1435,A0101001,2,3060
2024/01/09,D1435,A0102003,2,3220
2024/01/09,D1435,M0401001,20,13000
2024/01/09,D1442,B0401001,12,4320
2024/01/09,D1442,I0404046,5,2250
2024/01/09,D1443,A0102009,1,1400
2024/01/09,D1443,M0101001,12,3480
2024/01/09,D1469,M0101002,24,3792
2024/01/09,D1469,R1109,0,0
2024/01/09,D1504,A0101001,1,1530
2024/01/09,D1504,D0601002,60,2460
2024/01/09,D1562,A0301012,24,3600
2024/01/09,D1563,A0101001,1,1530
2024/01/09,D1563,D0401010,4,3440
2024/01/09,D1563,R1111,0,0
2024/01/09,D1593,J0302001,2,1143
2024/01/09,D1638,A0102007,1,1550
2024/01/09,D1638,A0102009,1,1400
2024/01/09,D1638,D0101009,40,2680
2024/01/09,D1638,D0101010,40,2680
2024/01/09,D1638,J0699009,5,4400
2024/01/09,D1705,C0199017,7,12460
2024/01/09,D1732,H0401022,6,4800
2024/01/09,D1732,J0101010,2,790
2024/01/09,D1732,J0101018,2,1200
2024/01/09,D1743,B0401001,24,11430
2024/01/09,D1796,B0401001,12,4114
2024/01/09,D1819,B0401001,2,840
2024/01/09,D1819,D0201003,1,625
2024/01/09,D1819,M0101001,2,636
2024/01/09,D1819,M0101002,2,340
2024/01/09,D1819,M0101004,2,760
2024/01/09,D1819,M0101008,4,1820
2024/01/09,D1836,A0101001,40,61200
2024/01/09,D1836,F0102003,60,30000
2024/01/09,D1836,H0102003,4,14000
2024/01/09,D1836,H0399023,8,704
2024/01/09,D1836,L0102002,20,3000
2024/01/09,D1836,L0102003,80,15600
2024/01/09,D1836,L0201001,8,1400
2024/01/09,D1839,A0101001,1,1530
2024/01/09,D1839,A0314001,3,69
2024/01/09,D1839,D0102009,1,1800
