品號 | SKU,品名 | Product Name,規格 | Specification,庫存單位 | Inventory Units,商品級別 | Product Grade,品牌類別 | Brand Category,保存天數 | Storage Days,備貨型態 | Inventory type,儲存溫層 | Storage temperature layer,失效日期 | Expiry Date
I0404040,SICOLY覆盆子果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404042,SICOLY香蕉果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,客訂,冷凍,
I0404043,SICOLY紅桃果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404044,SICOLY白桃果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404045,SICOLY西洋梨果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404046,SICOLY綜合紅莓果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404047,SICOLY鳳梨果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404048,SICOLY西西里柑橘果汁(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,客訂,冷凍,
I0404049,SICOLY小金桔果汁(無加糖)1KG (原:四季橘),1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404050,SICOLY血橙果汁(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,客訂,冷凍,
I0404051,SICOLY黃李果泥(無加糖),1KG/6盒/箱,盒,S級,SICOLY,730,客訂,冷凍,
I0404052,SICOLY冷凍切半黃李,1KG/5包/箱,包,S級,SICOLY,730,客訂,冷凍,
I0404053,SICOLY冷凍黃檸檬皮屑,500G/4盒/箱,盒,S級,SICOLY,730,常備,冷凍,
I0404054,SICOLY青蘋果果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404055,SICOLY椰子碎果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404056,SICOLY酸櫻桃果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404057,SICOLY酸櫻桃果粒1KG,1KG/5包/箱,包,S級,SICOLY,730,常備,冷凍,
I0404058,SICOLY杏桃果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404061,SICOLY草莓果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,樣品,冷凍,
I0404062,Sicoly 溫度紀錄儀 (非販售品項，報關單用),,個,S級,SICOLY,0,非銷售品,常溫,
I0404063,Sicoly 新品樣品進貨 (非銷售品),,盒,S級,SICOLY,0,非銷售品,常溫,
I0502001,田中製餡北海道南瓜餡1KG,1KG/6包/箱,包,C級,田中製餡,365,客訂,常溫,
I0502007,田中製餡清甜紅豆粒 95G,95G/12罐/2箱/件,罐,C級,田中製餡,360,客訂,常溫,
I0503002,秉豐台灣麵包紅豆餡3KG,3KG/8包/箱,包,B級,秉豐,45,常備,冷藏,
I0503004,秉豐台灣麵包蜜紅豆3.6KG,3.6KG/6包/箱,包,B級,秉豐,180,常備,冷凍,
I0503005,秉豐銅鑼燒紅豆粒餡3.6KG,3.6KG/6包/箱,包,B級,秉豐,90,常備,冷凍,
I0503006,秉豐台灣麵包芋頭餡3KG,3KG/8包/箱,包,B級,秉豐,45,常備,冷藏,
I0503008,秉豐台灣麵包白豆沙3.6KG,3.6KG/6包/箱,包,B級,秉豐,180,客訂,冷凍,
I0503009,秉豐台灣麵包地瓜餡3.6KG,3.6KG/6包/箱,包,B級,秉豐,90,客訂,冷凍,
I0503010,秉豐台灣麵包地瓜餡(紅地瓜丁)3.6KG,3.6KG/6包/箱,包,B級,秉豐,180,客訂,冷凍,
I0503018,秉豐台灣土鳳梨餡3.6KG,3.6KG/7包/箱,包,B級,秉豐,365,客訂,冷凍,
I0504003,盛記蜜漬紅豆3KG,3KG/10包/箱,包,B級,餡料類食材,90,常備,冷藏,
I0505003,安貝法式栗子抹醬(含糖)1K,1KG/12罐/箱,罐,B級,餡料類食材,1440,庫存售完後停售,常溫,
I0507002,FOODHOOD雞蛋沙拉,1KG/10包/箱,包,S級,FOODHOOD自製品牌,90,客訂,冷藏,
I0507004,FOODHOOD法國蒙太古奶油芋泥餡1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,60,常備,冷藏,
I0507006,FOODHOOD法國蒙太古奶油芋泥餡(上白糖)3KG,3KG/8包/箱,包,S級,FOODHOOD自製品牌,60,客訂,冷藏,
I0507007,FOODHOOD法國蒙太古奶油紅豆粒餡(上白糖)1KG,1KG/30包/箱,包,S級,FOODHOOD自製品牌,365,常備,冷凍,
I0507009,FOODHOOD法國蒙太古奶油芋泥餡3KG,3KG/8包/箱,包,S級,FOODHOOD自製品牌,60,客訂,冷藏,
I0507010,FOODHOOD法國蒙太古奶油芋泥餡(無顆粒)1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,60,客訂,冷藏,
I0507011,FOODHOOD法國蒙太古奶油芋泥餡(餅用)1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,90,客訂,冷藏,
I0507012,FOODHOOD法國蒙太古奶油紅豆粒餡(餅用)1KG,1KG/30包/箱,包,S級,FOODHOOD自製品牌,240,客訂,冷藏,
I0507013,FOODHOOD中澤香草卡士達1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,180,常備,冷凍,
I0507014,FOODHOOD牛奶卡士達(鮮乳坊乳源使用) 1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,180,常備,冷凍,
I0507015,FOODHOOD法國蒙太古奶油烏豆沙餡(餅用)1KG,1KG/30包/箱,包,S級,FOODHOOD自製品牌,365,客訂,冷凍,
I0507016,FOODHOOD日本愛媛柚香鳳梨餡1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,300,PM推廣,常溫,
I0507017,FOODHOOD 鮮鳳梨餡1KG,1KG/12包/箱,包,S級,FOODHOOD自製品牌,180,PM推廣,冷藏,
I0598002,Lubeca 新品樣品進貨 (非銷售品),,箱,C級,LUBECA,0,非銷售品,低溫,
I0599002,銘珍高雄9號特級紅豆粒餡,5斤/8包/箱,包,B級,餡料類食材,90,常備,冷藏,
I0599004,新振發黑芝麻餡,5斤/10包/箱,包,B級,餡料類食材,90,客訂,冷藏,
I0599009,Lubeca德國杏仁膏(箱),12.5KG/箱,箱,C級,LUBECA,360,常備,低溫,
I0599010,Lubeca德國杏仁膏1KG,1KG,KG,C級,LUBECA,360,常備,冷藏,
I0599018,Corsiglia法式栗子泥(無糖)870G,870G/12罐/箱,罐,P級,Corsiglia,730,常備,常溫,
I0599019,Corsiglia糖漬栗子醬1K,1KG/12罐/箱,罐,P級,Corsiglia,1825,常備,常溫,
I0599020,Corsiglia栗子抹醬1K,1KG/12罐/箱,罐,P級,Corsiglia,1095,常備,常溫,
I0599021,Corsiglia糖漬橘皮醬1K,1KG/6罐/箱,罐,P級,Corsiglia,1095,常備,常溫,
I0599022,Corsiglia糖漬檸檬皮醬1K,1KG/6罐/箱,罐,P級,Corsiglia,1095,常備,常溫,
I0599023,Corsiglia西西里開心果醬1K,1KG/6罐/箱,罐,P級,Corsiglia,730,常備,常溫,
I0599024,Corsiglia義大利榛果醬1K,1KG/6罐/箱,罐,P級,Corsiglia,730,常備,常溫,
I0599036,日式玄米餡1KG,1KG/18包/箱,包,B級,餡料類食材,90,常備,冷藏,
I0599037,養生紫米1KG,1KG/18包/箱,包,B級,餡料類食材,90,常備,冷藏,
I0599042,蓉櫻農場桂花釀(600-650克),600-650G/罐,罐,B級,餡料類食材,365,常備,常溫,
I0599043,Corsiglia 綜合栗子泥 950g,950g/12罐/箱,罐,P級,Corsiglia,1095,常備,常溫,
I0599044,克里特西班牙開心果醬60g(樣品用),60g/罐,罐,B級,克里特,365,樣品,常溫,
I0599045,朱鞠紅豆粒餡 5KG,5KG/3包/箱,包,,,60,客訂PB,常溫,
I0599046,多穀米餡,1KG/18包/箱,包,B級,餡料類食材,90,客訂,冷藏,
I0599047,筑波乳業開心果醬1K,1KG/6罐/箱,罐,P級,筑波乳業,365,PM推廣,冷藏,
I0699,Corsiglia栗子粉500G,500G/10包/箱,包,P級,Corsiglia,730,客訂,低溫,
I0699002,FOODHOOD乾燥草莓粉500G,500G/12包/箱,包,S級,FOODHOOD自製品牌,730,常備,常溫,
I0699003,FOODHOOD乾燥草莓原粒200G,200G/30包/箱,包,S級,FOODHOOD自製品牌,730,常備,常溫,
I0699004,FOODHOOD乾燥草莓碎粒200G,200G/30包/箱,包,S級,FOODHOOD自製品牌,730,常備,常溫,
I0699005,FOODHOOD乾燥覆盆子粉500G,500G/12包/箱,包,S級,FOODHOOD自製品牌,730,常備,常溫,
I0699006,FOODHOOD乾燥覆盆子碎粒200G,200G/30包/箱,包,S級,FOODHOOD自製品牌,730,常備,常溫,
I0699007,FOODHOOD頂級肉桂粉500G,500G/30包/箱,包,S級,FOODHOOD自製品牌,1095,常備,常溫,
I0699011,FOODHOOD草莓乾(整顆)3KG,3KG/4包/箱,包,S級,FOODHOOD自製品牌,240,常備,常溫,
I0699012,FOODHOOD草莓脆片1KG,1KG/6包/箱,包,S級,FOODHOOD自製品牌,240,客訂,常溫,
I9999001,SICOLY目錄,,本,S級,SICOLY,0,非銷售品,常溫,
I9999002,SICOLY食譜,,本,S級,SICOLY,0,非銷售品,常溫,
I9999003,SICOLY圍裙,,件,S級,SICOLY,0,非銷售品,常溫,
I9999004,SICOLY保冷袋,,個,S級,SICOLY,0,非銷售品,常溫,
I9999005,SICOLY原子筆,,支,S級,SICOLY,0,非銷售品,常溫,
I9999006,SICOLY塑膠刮刀,,片,S級,SICOLY,0,非銷售品,常溫,
J0101001,橫井釀造米醋-金將1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,常備,常溫,
J0101002,橫井釀造-水仙20L,20L/箱,箱,B級,橫井釀造,730,客訂,常溫,
J0101003,橫井釀造赤醋-與兵衛(赤)1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,常備,常溫,
J0101008,橫井調味醋-椪醋1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,365,客訂,常溫,
J0101009,橫井釀造-水仙1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,常備,常溫,
J0101010,橫井釀造赤醋-珠玉1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,常備,常溫,
J0101011,橫井釀造赤醋-琥珀20L,20L/箱,箱,B級,橫井釀造,730,客訂,常溫,
J0101012,橫井釀造米醋-白壽20L,20L/箱,箱,B級,橫井釀造,730,客訂,常溫,
J0101013,橫井釀造米醋-白壽1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,客訂,常溫,
J0101014,橫井釀造赤醋-琥珀1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,客訂,常溫,
J0101015,橫井釀造-吟成20L,20L/箱,箱,B級,橫井釀造,730,客訂,常溫,
J0101016,橫井釀造-吟成1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,客訂,常溫,
J0101017,橫井釀造米醋-白百合20L,20L/箱,箱,B級,橫井釀造,730,客訂,常溫,
J0101018,橫井釀造江戶丹念醋1.8L,1.8L/8罐/箱,瓶,B級,橫井釀造,365,常備,常溫,
J0101019,橫井釀造 果實醋─預調赤醋20L,20L/箱,箱,B級,橫井釀造,365,客訂,常溫,
J0101020,橫井釀造 果實醋─蘋果醋1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,730,客訂,常溫,
J0101021,橫井釀造 真黑醋500ML,500ML/6瓶/箱,瓶,B級,橫井釀造,730,客訂,常溫,
J0101022,美登利壽司專用醋,20L/箱,箱,B級,橫井釀造,365,客訂PB,常溫,
J0101023,橫井釀造米醋-大吟1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,720,客訂,常溫,
J0101024,橫井釀造米醋-雅1.8L,1.8L/8瓶/箱,瓶,B級,橫井釀造,720,客訂,常溫,
J0109004,MAS TARRES巴薩米克陳年葡萄醋-7年 125ML,125ML/30瓶/箱,瓶,C級,Olis Sole,1460,常備,低溫,
J0109005,MAS TARRES巴薩米克陳年葡萄醋-14年 125ML,125ML/30瓶/箱,瓶,C級,Olis Sole,1460,常備,低溫,
J0109006,MAS TARRES巴薩米克陳年葡萄醋-7年 250ML,250ML/12瓶/箱,瓶,C級,Olis Sole,1460,常備,低溫,
J0109007,MAS TARRES巴薩米克陳年葡萄醋-14年 250ML,250ML/12瓶/箱,瓶,C級,Olis Sole,1460,常備,低溫,
J0109008,MAS TARRES巴薩米克陳年葡萄醋-7年 500ML,500ML/6瓶/箱,瓶,C級,Olis Sole,1460,常備,低溫,
J0109009,MAS TARRES巴薩米克陳年葡萄醋-14年 500ML,500ML/6瓶/箱,瓶,C級,Olis Sole,1460,常備,低溫,
J0109010,MAS TARRES巴薩米克陳年葡萄醋-7年 40ML,40ML/63瓶/箱,瓶,C級,Olis Sole,1460,樣品,低溫,
J0109012,O-Med卡本內蘇維濃葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109013,O-Med夏多內葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,低溫,
J0109014,O-Med蘋果酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109015,O-Med麝香葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109016,O-Med蘋果酒醋40ML,40ML/12瓶/箱,瓶,S+級,O-Med,1825,客訂,低溫,
J0109017,O-Med卡本內蘇維濃葡萄酒醋40ML,40ML/12瓶/箱,瓶,S+級,O-Med,1825,客訂,低溫,
J0109018,O-Med夏多內葡萄酒醋40ML,40ML/12瓶/箱,瓶,S+級,O-Med,1825,客訂,低溫,
J0109019,O-Med麝香葡萄酒醋40ML,40ML/12瓶/箱,瓶,S+級,O-Med,1825,樣品,低溫,
J0109020,火乃國酸橘醋醬汁1L,1L/15瓶/箱,瓶,C級,火乃國,365,客訂,常溫,
J0109023,O-Med佩德羅西梅內斯葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109024,O-Med雪莉葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109025,O-Med卡瓦白葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109026,O-Med粉紅葡萄酒醋250ML,250ML/9瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109040,O-Med蘋果酒醋2L,2L/6瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109041,O-Med卡本內蘇維濃葡萄酒醋2L,2L/6瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109042,O-Med夏多內葡萄酒醋2L,2L/6瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109043,O-Med麝香葡萄酒醋2L,2L/6瓶/箱,瓶,S+級,O-Med,1825,常備,常溫,
J0109045,火乃國酸橘醋醬汁1L（PB商品）,1L/15瓶/箱,瓶,C級,火乃國,365,客訂PB,常溫,
J0109046,O-Med柚香酒醋40ML(樣品用),40ML/12瓶/箱,瓶,S+級,O-Med,1825,樣品,低溫,
J0109047,MAS TARRES 西班牙(P.D.O)特級初榨橄欖油 40ML,40ML/瓶,瓶,C級,Olis Sole,730,樣品,低溫,
J0109048,MAS TARRES 西班牙(P.D.O)特級初榨橄欖油 250ML,250ML/瓶,瓶,C級,Olis Sole,730,樣品,低溫,
J0109049,火乃國酸橘醋醬汁1L（不知火）,1L/15瓶/箱,瓶,C級,火乃國,365,客訂,常溫,
J0199001,大和製作所麵用醋20L,,桶,C級,大和製作所,730,客訂,常溫,
J0201007,Kenko柔和金芝麻沙拉醬1L,1L/9罐/箱,瓶,P級,Kenko,365,常備,常溫,
J0201008,Kenko充滿果實柑橘沙拉醬1L,1L/6罐/箱,罐,P級,Kenko,150,常備,常溫,
J0201012,Kenko五種堅果沙拉醬1L,1L/9罐/箱,罐,P級,Kenko,300,常備,常溫,
J0201019,Kenko極旨鹽味醬515G,515G/12罐/箱,罐,P級,Kenko,180,客訂,常溫,
J0201020,Kenko極旨蒜味醬油風味醬520G,520G/12罐/箱,罐,P級,Kenko,365,客訂,常溫,
J0201022,Kenko TB 低卡無油柚子辣椒醬1L,1L/9罐/箱,罐,P級,Kenko,180,客訂,常溫,
J0201031,Kenko原味萬用美乃滋(新包裝),1KG/12罐/箱,罐,P級,Kenko,300,常備,常溫,
J0201032,Kenko餐飲風味美乃滋(新包裝),500G/20罐/箱,罐,P級,Kenko,365,常備,常溫,
J0299005,康寶美玉白汁3.5K,3.5K/4盒/箱,盒,B級,日式食材調類,180,常備,常溫,
J0299013,SSK焙煎胡麻沙拉醬1L,1L/8罐/箱,罐,B級,SSK,240,客訂,常溫,
J0299015,BULL DOG食堂用中濃醬汁,1.8L/6罐/箱,罐,C級,BULL DOG,720,客訂,常溫,
J0299016,SSK S-LINE凱薩沙拉醬,1L/8罐/箱,罐,B級,SSK,270,常備,常溫,
J0302001,Fundokin分銅金青柚子辣椒500G,500G/10包/箱,包,B級,分銅金,330,常備,常溫,
J0302002,Fundokin分銅金青柚子辣椒50G,50G/10瓶/箱,瓶,B級,分銅金,365,常備,常溫,
J0303001,九鬼星印純胡麻醬(和風)1K,1KG/10罐/箱,罐,S級,九鬼產業,730,客訂,常溫,
J0303002,九鬼星印純胡麻醬(濃醇金)1K,1KG/10罐/箱,罐,S級,九鬼產業,730,常備,常溫,
J0303003,九鬼星印純胡麻醬SP(黑)1K,1KG/12包/箱,包,S級,九鬼產業,730,常備,常溫,
J0303004,九鬼星印純胡麻醬SP(白)1K,1KG/12包/箱,包,S級,九鬼產業,730,常備,常溫,
J0303014,九鬼星印黑胡麻醬,18KG/桶,桶,S級,九鬼產業,730,客訂,常溫,
J0399003,丸米職人用白味噌20K,20KG/箱,箱,C級,丸米,180,客訂,低溫,
J0399018,丸米職人用白味噌1K,1KG/10包/箱,包,C級,丸米,365,常備,低溫,
J0399023,丸米職人用赤味噌20K,20KG/箱,箱,C級,丸米,180,客訂,低溫,
J0399027,丸米職人用紅味噌1K,1KG/10包/箱,包,C級,丸米,365,常備,低溫,
J0399028,HOUSE好侍印度風雞肉咖哩醬2KG,2KG/4包/箱,包,C級,HOUSE,300,客訂,常溫,
J0399029,Maruya八丁味噌本漉2KG,2KG/6盒/箱,盒,B級,MARUYA,365,常備,常溫,
J0399033,西京白味噌 別撰,500G/10包/箱,包,C級,西京,365,常備,低溫,
J0399049,HOUSE好侍基礎咖哩醬3KG,3KG/4包/箱,包,C級,HOUSE,300,客訂,常溫,
J0399060,HOUSE好侍香味焙煎咖哩雪片1KG,1KG/20包/箱,包,C級,HOUSE,730,常備,常溫,
J0399061,HOUSE好侍咖哩雪片1KG,1KG/20包/箱,包,C級,HOUSE,547,客訂,常溫,
J0399062,創味燒肉醬汁2.2KG,2.2KG/6瓶/箱,瓶,B級,創味,545,常備,常溫,
J0399063,創味唐揚炸雞醬汁2.1KG,2.1KG/6瓶/箱,瓶,B級,創味,365,常備,常溫,
J0399064,創味担担麵醬汁1KG,1KG/10包/箱,包,B級,創味,270,常備,常溫,
J0399065,創味蕎麥麵麵味露1.8L,1.8L/6瓶/箱,瓶,B級,創味,365,常備,常溫,
J0399072,創味串燒特調醬汁,2.1KG/6瓶/箱,瓶,B級,創味,365,客訂,常溫,
J0399073,創味沾麵醬汁-魚介豚骨風味,1KG/10包/箱,包,B級,創味,365,客訂,常溫,
J0399074,丸米一休味噌,1K/10包/箱,包,C級,丸米,365,客訂,低溫,
J0399076,HOUSE好侍香味焙煎紅酒醬雪片,1KG/20包/箱,包,C級,HOUSE,540,客訂,常溫,
J0399077,本場仙台赤味噌,1KG/10包/箱,包,B級,日式食材調類,180,客訂,低溫,
J0399080,創味燒肉醬汁320g,320g/6瓶/箱,瓶,B級,創味,360,客訂,常溫,
J0399081,創味蕎麥麵麵味露,200ml/12瓶/箱,袋,B級,創味,360,客訂,常溫,
J0399086,青梅果釀,1L/8瓶/箱,瓶,C級,友聚生機,1095,客訂,常溫,
J0399088,老梅果肉,1KG/12盒/箱,盒,C級,友聚生機,1095,庫存售完後停售,常溫,
J0399089,新瀉妙高寒作里3年熟成辣椒醬400G,400G/24罐/箱,罐,C級,新瀉妙高寒作里,365,客訂,常溫,
J0399091,Plum梅肉醬280G,280G/24瓶/箱,瓶,B級,日式食材調類,540,常備,常溫,
J0399092,創味丼醬汁,2.1KG/6瓶/箱,瓶,B級,創味,365,客訂,常溫,
J0399093,創味特製醬油醬汁,1.8L/6瓶/箱,瓶,B級,創味,365,客訂,常溫,
J0399094,創味蕎麥麵麵味露18L,18L/箱,瓶,B級,創味,365,客訂,常溫,
J0399095,創味大蒜鹽味醬汁2KG,2KG/6袋/箱,袋,B級,創味,270,客訂,常溫,
J0399096,HOUSE好侍日式咖哩餡 1KG,1KG/12包/箱,包,C級,HOUSE,365,客訂,常溫,
J0399097,Jimmy義大利松露蘑菇醬500g,500G/6罐/箱,罐,C級,西式食材調類,1095,客訂,常溫,
J0399098,MARUYA八丁味噌醬500G,500G/12包/箱,包,B級,MARUYA,300,常備,常溫,
J0403001,丸金醬油(濃口)18L(鐵桶),18L/桶,桶,C級,丸金醬油,730,客訂,常溫,
J0403002,丸金醬油(薄口)18L(紙箱),18L/桶,桶,C級,丸金醬油,365,客訂,常溫,
J0499015,關原溜醬油1.8L,1.8L/6瓶/箱,瓶,C級,關原,730,常備,常溫,
J0499017,蔦醬油18L,18L/桶,桶,C級,蔦醬油,365,客訂PB,常溫,
J0499018,山新特釀白醬油,18L/桶,桶,C級,山新,365,客訂,常溫,
J0499020,角長手工醬油(濃口)900ML,900ML/12罐/箱,罐,C級,角長,730,客訂,常溫,
J0499021,大德醬油 日本產丸大豆釀造醬油500ML,500ML/12罐/箱,罐,C級,大德醬油,365,客訂,常溫,
J0499022,大德醬油 熟成釀造醬油200ML,200ML/24罐/箱,罐,C級,大德醬油,365,客訂,常溫,
J0499023,湯淺醬藏白醬油720ML,720ML/12罐/箱,罐,C級,湯淺,365,常備,常溫,
J0499024,東丸淡口醬油18L,18L/桶,桶,C級,東丸,545,常備,常溫,
J0499025,東丸淡口醬油1.8L,1.8L/6罐/箱,罐,C級,東丸,365,常備,常溫,
J0499027,東丸濃口醬油1.8L,1.8L/6罐/箱,罐,C級,東丸,545,常備,常溫,
J0499028,角長濁醬油720ML,720ML/12罐/箱,罐,C級,角長,365,客訂,常溫,
J0499030,東丸白醬汁1.8L,1.8L/6罐/箱,罐,C級,東丸,270,常備,常溫,
J0499031,關原溜醬油720ML,720ML/12瓶/箱,瓶,C級,關原,730,客訂,常溫,
J0499050,美登利壽司專用醬油,200ML/12瓶/箱(成箱出貨),瓶,B級,日式食材調類,365,客訂PB,常溫,
J0499051,美登利壽司專用燉煮醬汁,1.8L/6罐/箱(成箱出貨),罐,B級,日式食材調類,365,客訂PB,常溫,
J0499057,金子專用醬汁OVER SEA 1,18L/桶,桶,A級,金子商品,365,客訂PB,常溫,
J0499058,東丸濃口醬油20L,20L/桶,桶,C級,東丸,540,常備,常溫,
J0499061,龜甲萬原味醬油6K,6KG/4桶/箱,桶,C級,龜甲萬,1095,常備,常溫,
J0501001,三州三河味醂1.8L,1.8L/6,罐,C級,三河味醂,365,常備,常溫,
J0501002,三州三河味醂700ml,700ml/12罐/箱,罐,C級,三河味醂,365,常備,常溫,
J0599004,萬家香味醂1.5L,1.5L/6罐/箱,罐,C級,中式食材調類,1095,客訂,常溫,
J0599005,盛田釀造 藏出本味醂1.8L,1.8L/6罐/箱,罐,C級,盛田釀造,545,常備,常溫,
J0599006,盛田釀造 藏出本味醂20L,20L/箱,箱,C級,盛田釀造,545,客訂,常溫,
J0601005,小磨坊義大利香料250G,250G/12包/箱,包,C級,小磨坊,730,常備,常溫,
J0603026,Cepasco四香辛料粉,100G/包,包,B級,西式食材調類,730,客訂,常溫,
J0604001,麥芽製品EUROMALT 5KG,5KG/4罐/箱,罐,B級,西式食材調類,730,常備,常溫,
J0699007,科林香草綜合香料(普羅旺斯)500G,500G/包,包,B級,西式食材調類,1460,常備,常溫,
J0699008,科林黑胡椒碎#16 1K,1KG/包,包,B級,西式食材調類,1095,常備,常溫,
J0699009,CINNAMON POWDER 肉桂粉1K,1KG/20包/箱,包,B級,西式食材調類,1095,常備,常溫,
J0699010,PEPPER WHITE GROUND白胡椒粉1K,1KG/10包/箱,包,B級,西式食材調類,1095,常備,常溫,
J0699017,科林黑胡椒碎#34 1K,1KG/包,包,B級,西式食材調類,1095,客訂,常溫,
J0699053,GS大蒜粉,10包/1KG,包,B級,西式食材調類,540,客訂,常溫,
J0699056,MARUYA 京七味粉,100g/50袋/箱,袋,C級,MARUYA,240,客訂,常溫,
J0699057,科林香草綜合香料(普羅旺斯)12KG,12KG/包,包,B級,西式食材調類,1460,客訂,常溫,
J9999017,CA辣椒絲100G,100G/20包/箱,包,B級,日式食材調類,365,客訂,常溫,
J9999018,CA辣椒絲1K,1K/5包/箱,包,B級,日式食材調類,365,客訂,常溫,
J9999022,頂呱呱油SOBA辣油,2.7KG/8包/箱,包,B級,頂呱呱,365,客訂PB,常溫,
J9999024,頂呱呱油SOBA特製油,2.7KG/8包/箱,包,B級,頂呱呱,365,客訂PB,常溫,
J9999025,頂呱呱油SOBA辛味調料,2KG/5包/箱,包,B級,頂呱呱,365,客訂PB,常溫,
J9999028,頂呱呱油SOBA醬1.5L,1.5L(1.8KG)/12包/箱,包,B級,頂呱呱,365,客訂PB,常溫,
J9999029,頂呱呱油SOBA辣味噌醬1.25KG,1.25KG/15包/箱,包,B級,頂呱呱,365,客訂PB,常溫,
J9999031,創味醬汁 天二18L,18L/桶,桶,B級,創味,365,客訂,常溫,
J9999045,Maille魅雅芥茉籽醬845G,845G/12瓶/箱,瓶,B級,西式食材調類,540,常備,常溫,
J9999046,BG200生磨山葵醬,800g/15包/箱,包,C級,萬成食品,550,庫存售完後停售,冷凍,
J9999047,伊豆產水山葵醬,350g/15包/箱,包,C級,萬成食品,216,常備,冷藏,
J9999048,400G 馬德拉斯咖哩粉GS,400G/12罐/箱,罐,C級,HOUSE,730,庫存售完後停售,常溫,
K0101005,白菊高湯昆布,2.27KG/10包/箱,包,B級,日式食材調類,730,客訂,低溫,
K0101006,丸八村松煮干高湯包(沙丁魚)250G,50G*5PIC/20包/箱,包,C級,丸八村松,365,客訂,低溫,
K0101015,調味牛蒡絲,1KG/12包/箱,包,B級,日式食材調類,730,常備,冷凍,
K0101017,丸友柴魚高湯包(梅),50G/10peice/10包/箱,包,B級,丸友,365,常備,低溫,
K0101020,丸米乾燥米麴,300G/10包/2件/箱,包,C級,丸米,300,客訂,常溫,
K0101021,丸米生鹽麴業務用,400g/5包/箱,包,C級,丸米,180,客訂,低溫,
K0101022,丸米生鹽麴輸出用(小包裝),200g/8包/4盒/箱,包,C級,丸米,365,客訂,低溫,
K0101023,德島乾燥米麴,1KG/15包/箱,包,C級,德島,365,客訂,常溫,
K0101024,松十字切(夾)燒海苔,25枚/40包/箱,包,B級,日式食材調類,180,客訂,低溫,
K0101035,冷凍毛豆1KG,1KG/10包/箱,包,B級,日式食材調類,548,常備,冷凍,
