客戶代號 | Customer Code,客戶簡稱 | Customer Short Name,統一編號 | Tax ID | gst_number,業務員 | Salesperson,業務助理名稱 | Sales Assistant Name,客戶(集團)分級 | Customer Grade,通路別 | Channel Type,型態別 | Business Type,地區別 | Geographical distinction,送貨地址 | Shipping Address,TEL_NO(一) | mobile,TEL_NO(二) | company_phone,交易條件 | Payment Terms,最近交易 | last_transaction_at,歇業日期 | Business Closure Date,指定庫別名稱 | designated_warehouse_name
B5343,(停用)鬼金棒拉麵-松江南京店,24775947,陳采立,,PF級客戶,日式餐飲,拉麵店,台北市中山區,台北市中山區松江路123巷8號之2(週四休)-收貨 : 中午前,0935-081539,,貨到收款,20220601,,
B5344,好食廚,82817810,苗實,,C級客戶,餐廳,西式餐廳,台北市北投區,台北市北投區東華街一段22巷4弄9號(週一休)-收貨 : 11:00-18:30(11-14抵達需事先電聯張小姐),0930-140966張's,0938-871916,貨到收款,20221215,,
B5345,TSUJIRI 辻利茶舗,25103117,苗實,張瑋玲,C級客戶,烘焙業,西式甜點店,台北市信義區,台北市信義區虎林街66巷12號1樓*營業時間：09:00-18:00*可收貨時間：週一到週五,02-27615307,0988-319290許's,貨到收款,20250204,,
B5346,雀幸咖啡,70473558,苗實,張瑋玲,C級客戶,烘焙業,西式麵包店,台北市松山區,台北市松山區延壽街330巷7弄18號(週一二休)-收貨: 11：00-20：00,0952-520315,,貨到收款,20260313,,
B5347,山丘,88225047,苗實,林宛瑜,C級客戶,烘焙業,個人工作室,台北市大同區,台北市大同區昌吉街28號(週三休)-收貨 : 07:00-19:00,0921-113827,,貨到收款,20260105,,
B5348,忠孝SOGO超市,21257316,苗實,,C級客戶,通路與零售商,超市,台北市大安區,10691台北市忠孝東路四段45號 B2,02-2776 5555 #1366,,貨到收款,,,
B5349,紀伊國屋書店,22662783,苗實,,C級客戶,通路與零售商,雜貨商,台北市松山區,10556臺北市松山區復興南路１段39號5樓,02-2776-1216 # 244,,貨到收款,,,
B5350,酷遊天,24547579,苗實,,C級客戶,通路與零售商,電商平台,台北市內湖區,11494臺北市內湖區新湖一路128巷15號5樓,0918-470271,,貨到收款,,,
B5351,(停用)鈴木太太,24875024,苗實,,C級客戶,通路與零售商,電商平台,台北市中山區,10457臺北市中山區南京東路２段8號11樓之1,02-27775581#8003,02-27775581#6699,貨到收款,,,
B5352,鮮采集海鮮肉品專賣店,90660299,苗實,,C級客戶,通路與零售商,超市,台北市士林區,台北市士林區士東路91巷四號一樓-收貨:早上9點至晚上7點 (店休:大年初一、初二、初三),0912-690758,02-28767058,貨到收款,,,
B5353,三統好食品-松山路,53100540,張皓茹,,B級客戶,烘焙業,中式糕點,台北市信義區,11061台北市信義區松山路315-5號-收貨: 09:30-21:00,02-27569800,0937-422553,月結30天,20220525,,
B5354,海海洋菓,88158899,苗實,張瑋玲,C級客戶,烘焙業,西式甜點店,台北市松山區,臺北市松山區延壽街11號1樓(週二三休)(中午12點後收貨),0974-193030,02-27531776,貨到收款,20250310,,
B5355,言ノ葉(貨到匯款)停用,90623056,苗實,,C級客戶,烘焙業,西式甜點店,台北市大安區,台北市大安區忠孝東路三段216巷4弄23號(週一休)-收貨: 10:00-17:00(週日店休),0956-770327方's,02-27525255,貨到收款,20221228,,
B5356,春日•RAMEN(匯款)(歇業),50770904,苗實,,F級客戶,日式餐飲,拉麵店,台北市松山區,台北市松山區民生東路四段56巷1弄1號(週二休)-收貨 :10:00-20:00(週二店休),0910-370972,02-27168175,貨到收款,20230315,,
B5357,青田藝集Art Reading Cafe,54718487,苗實,,C級客戶,餐廳,西式餐廳,台北市大安區,台北市大安區龍安里青田街4之1號1樓-收貨:10:30-21:30,0958-585383,02-23911268,貨到收款,,,
B5358,鼎倉貿易,52565680,苗實,,C級客戶,通路與零售商,超市,台北市中山區,10446臺北市中山區民生東路１段42號11樓之7,02-25236770,,貨到收款,20240429,,
B5359,鄰家鮮生(菜蟲農食),52902819,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,台北市中山區,10474臺北市中山區民族東路436號,0919-266817,,貨到收款,,,
B5360,愛飯糰,53918509,苗實,,C級客戶,通路與零售商,團購主,台北市大安區,每次地址都不同，銷單勿顯示金額,02-27010004,,月結30天,20230828,,
B5361,晶饌食品(佶億食品行),75912943,苗實,,C級客戶,通路與零售商,超市,台北市中山區,10465台北市中山區北安路458巷41弄37號,02-25331080,,貨到收款,20231215,,
B5362,令和//匯款,83602507,苗實,,C級客戶,日式餐飲,拉麵店,台北市大安區,10644臺北市大安區和平東路１段185號12樓之3,0954-037703,,貨到收款,20240219,,
B5363,翦翦選品(貨到匯款),91046363,苗實,,C級客戶,通路與零售商,超市,台北市大安區,10683臺北市大安區敦化南路２段40號4樓,02-27048817,,貨到收款,20220912,,
B5364,濱江葉大鵬//匯款,,苗實,,C級客戶,通路與零售商,傳統市場,台北市中山區,台北市中山區民族東路336號攤位24-06*週一店休,0928-257532,02-25026216,貨到收款,20230822,,
B5365,莊文凌,,苗實,,C級客戶,烘焙業,個人工作室,台北市文山區,台北市文山區政大二街215巷14號1樓,0988-083676,,貨到收款,,,
B5366,翔鮨,79874365,苗實,,C級客戶,日式餐飲,壽司店,台北市中山區,台北市中山區新生北路二段68巷11之2號-收貨:10:00~17:00*週日一店休,0988-309635,,貨到收款,20220802,,
B5367,吳吟珮,,苗實,,C級客戶,日式餐飲,拉麵店,台北市大安區,台北市大安區金山南路二段222號B2(1樓管理員可代收)六日休,02-23582225,0913-925925,貨到收款,20230207,,
B5368,夏爾帕尼義式廚房,31892667,苗實,,C級客戶,餐廳,西式餐廳,台北市中正區,台北市中正區臨沂街45巷21-4號-收貨:10:00-17:00,02-33931655,0968-105901,貨到收款,,,
B5369,Joy with her friend,,苗實,,C級客戶,烘焙業,個人工作室,台北市大安區,台北市大安區瑞安街31巷4號1樓-收貨:09:00-15:00,0939-350308,,貨到收款,,,
B5370,麥可手作有限公司,85045318,苗實,張沛宸,C級客戶,烘焙業,個人工作室,台北市內湖區,台北市內湖區環山路三段30巷12號-收貨:13:00-20:00,0922-885509,,貨到收款,20260305,,
B5371,寶元紀 南京松江(歇業),90149101,苗實,林宛瑜,C級客戶,餐廳,西式餐廳,台北市中山區,台北市中山區伊通街52巷3號 收貨時間:W1~6   08:30~11:30/13:00~17:00 週日9:30~11:00,0929-332952,,月結30天,20250225,,
B5372,誠品生活-零售,27952966,苗實,,C級客戶,通路與零售商,雜貨商,台北市信義區,台北市信義區松德路204號B1(週六日休)-收貨: 9:00-17:00,02-66385168#899,,月結30天,,,
B5373,17 BUN,88282784,苗實,朱佩珊,C級客戶,烘焙業,西式麵包店,台北市士林區,台北市士林區忠誠路二段140巷4號-收貨:07:00-20:00,0921-397806,,貨到收款,20260316,,
B5374,響聚食品小舖 (士東市場),,苗實,朱佩珊,C級客戶,通路與零售商,傳統市場,台北市士林區,台北市士林區士東路100號-士東市場 24攤 (市場週三四公休),0953-260300,,貨到收款,20260305,,
B5375,湯瑪仕肉舖-忠孝店(貨到匯款),54357809,苗實,,C級客戶,通路與零售商,超市,台北市文山區,台北市文山區羅斯福路5段176巷17號1樓,02-27735288,,貨到收款,20230824,,
B5376,飲食宅記,,苗實,,C級客戶,通路與零售商,電商平台,台北市松山區,台北市松山區民生東路五段69巷3弄10號3樓,0935-999588,,貨到收款,,,
B5377,恆隆行/匯款,96946292,苗實,,C級客戶,通路與零售商,電商平台,台北市內湖區,,02-87510599#472,02-87510599#246,貨到收款,20231226,,
B5378,湯瑪仕肉舖-信義(匯款),88199316,苗實,,C級客戶,通路與零售商,超市,台北市文山區,台北市文山區羅斯福路五段176巷17號1樓,02-23515558,,貨到收款,20230824,,
B5379,湯瑪仕肉舖-羅斯福(匯款),16299435,苗實,,C級客戶,通路與零售商,超市,台北市文山區,台北市文山區羅斯福路五段176巷17號1樓,02-29323807,,貨到收款,20230824,,
B5380,湯瑪仕肉舖-新中(匯款),87522385,苗實,,C級客戶,通路與零售商,超市,台北市文山區,台北市文山區羅斯福路五段176巷17號1樓,02-29161998,,貨到收款,20230824,,
B5381,吾悠茶所,38470375,苗實,朱佩珊,C級客戶,飲品咖啡店,飲料店,台北市大安區,台北市大安區信義路三段174-1號-收貨:07:30~21:00*週六:09:00~21:00,0911-016555,02-26536828,貨到收款,20251204,,
B5382,古流拉麵,72982543,苗實,,C級客戶,日式餐飲,拉麵店,台北市大同區,103台北市大同區環河北路一段113號-收貨:10:00-20:00*(週一週二店休),02-5556011,,貨到收款,,,
B5383,好想吃冰-央廚,42438314,苗實,林宛瑜,C級客戶,飲品咖啡店,冰店,台北市大同區,台北市大同區承德路三段122巷7號-收貨: 只有週四五:1100-1600*送貨前電聯,0953-372995,,月結30天,20260121,,
B5384,(停用)墨洋拉麵,88211521,鄭捷,,B級客戶,日式餐飲,拉麵店,台北市中正區,台北市中正區羅斯福路四段136巷10號-收貨9:00~12:00、14:00~17:00,0987-159276高'r,02-23675962,貨到收款,20220919,,
B5385,順流甜點工作室-無統編,,陳柏皓,林宛瑜,PF級客戶,烘焙業,西式甜點店,台北市北投區,台北市北投區崇仁路一段42號1樓-白天皆可(無固定開放營業，請提前電聯),0988-853566,,貨到收款,20260225,,
B5386,宣原蛋糕,38578875,陳柏皓,朱佩珊,B級客戶,烘焙業,西式甜點店,台北市士林區,台北市士林區前港街70號1樓 (02-28819256),0937-910942,02-28819256,月結30天,20260311,,
B5387,YunYun Patisserie 昀昀,,苗實,林宛瑜,C級客戶,烘焙業,個人工作室,台北市北投區,台北市北投區石牌路一段21號(週一休)-收貨 : 14:00後收貨,0916-462469,,貨到收款,20251017,,
B5388,鬼金棒拉麵-中華路,38570613,陳采立,,PF級客戶,日式餐飲,拉麵店,台北市萬華區,台北市萬華區中華路１段124號(週四休)-收貨 : 中午前 **新址 *10:30有人,0935-081539,,貨到收款,20240918,,
B5389,北壽心-信義A8(楓糖男孩),53953081,陳盈穎,,PF級客戶,烘焙業,西式甜點店,台北市信義區,台北市信義區松高路12號B2(新光信義A8)-收貨: 11:00後,0908-299100,02-27602116,月結30天,20220617,,
B5390,(停用)Choicegelato義式冰淇,,苗實,,C級客戶,飲品咖啡店,冰店,台北市中山區,台北市中山區民權東路二段152巷5弄2號-收貨:13:00-17:00,0987-057369,02-25082508,貨到收款,20240625,20250623,
B5391,某某法式甜點,79865295,陳柏皓,朱佩珊,PF級客戶,烘焙業,西式甜點店,台北市大安區,台北市大安區仁愛路4段345巷4弄7號1樓(週一二休)-收貨:10:00-18:00,0955-364727,02-27111102,月結30天,20260320,,
B5392,風潮咖啡,90595782,苗實,林宛瑜,C級客戶,飲品咖啡店,咖啡店,台北市中山區,台北市中山區松江路204巷2號-收貨:12:30~17:00*週二店休,0918-506625,02-25118589,貨到收款,20251007,,
B5393,(停用)初霽,90372001,苗實,,C級客戶,烘焙業,西式甜點店,台北市中山區,台北市中山區南京東路三段216巷21號-收貨:10:00-18:00*週三公休,0920-625086,02-87118896,貨到收款,20230117,,
B5394,晨宅商號,75926236,苗實,林吟姿,C級客戶,餐廳,早午餐,台北市中正區,台北市中正區杭州南路一段131巷35-1號1樓-收貨:09:00-15:30*(週三公休 ),0979-713711,02-23910166,貨到收款,20260226,,
B5395,衍序衍序規劃設計顧問有限公司,54003193,苗實,,C級客戶,業外公司,一般公司行號,台北市士林區,台北市士林區福志路11號(六日休)-收貨 : 10:30-18:00,02-28366320,,貨到收款,20220610,,
B5396,NOOK,90147130,苗實,朱佩珊,C級客戶,餐廳,早午餐,台北市大安區,台北市大安區復興南路一段279巷30弄1號(週三休)-收貨:08:30-16:00,0963-657960,,貨到收款,20251021,,
B5397,H_DESSERT(1996coffee,90143423,苗實,林宛瑜,C級客戶,烘焙業,個人工作室,台北市北投區,台北市北投區立功街19號-營業:8:00-19:00,0926-667138,,貨到收款,20260312,,
B5398,(停用)加佳素餅-大安店,83409123,苗實,,C級客戶,烘焙業,西式麵包店,台北市大安區,台北市大安區光復南路260巷46號-收貨:11:00-20:00(週一公休),02-27210368,0939-598015,貨到收款,20241225,,
B5399,甜宅一生行,88283600,苗實,,C級客戶,烘焙業,西式甜點店,台北市大同區,台北市大同區一段一號(京站B3小確幸紅茶牛奶合作社),0989-303039,,貨到收款,,,
B5400,富錦樹咖啡中山,88281217,陳柏皓,林宛瑜,S級客戶,飲品咖啡店,咖啡店,台北市中山區,台北市中山區中山北路二段27巷5-1號-收貨:10:30-19:30,02-25635225,0930-670983,月結30天,20260320,,
B5401,Curistacoffee奎士咖啡市府店,83097938,苗實,,C級客戶,飲品咖啡店,咖啡店,台北市信義區,台北市信義區忠孝東路四段563號-收貨:07:00-20:00,02-29991620,0989-890811,貨到收款,20221121,,
B5402,(總)造糕的人//匯款,90356889,苗實,,C級客戶,烘焙業,西式甜點店,台北市中山區,台北市中山區長安東路一段45之2號2樓-收貨:09:00-19:00*(週一公休),02-25635577,,貨到收款,20230310,,
B5403,佛斯特旺餐酒館,50892694,苗實,林宛瑜,C級客戶,餐廳,餐酒館/酒吧,台北市大同區,台北市大同區南京西路18巷6弄5號1樓-收貨:11:00-22:00,02-25563328,0986-190133,貨到收款,20260310,,
B5404,13 Hill//匯款(停用),91414985,苗實,林吟姿,C級客戶,烘焙業,西式甜點店,台北市內湖區,台北市內湖區文湖街21巷116號5樓之3-收貨:10-15:00(管理室代收),0928-038679,,貨到收款,20250218,20250227,
B5405,神戶果實 KOBE Sweets CAF,42974763,苗實,,C級客戶,飲品咖啡店,咖啡店,台北市信義區,台北市信義區松智路17號3樓(微風南山) -收貨 : 08:30-21:30,02-27230559,0912-734331,貨到收款,,,
B5406,(停用)維繫食品(貨到匯款),90230691,苗實,,C級客戶,烘焙業,西式甜點店,台北市信義區,台北市信義區永吉路330號一樓-收貨 :12:00-18:00,0956-770327方's,0961-177114,貨到收款,20220824,,
B5407,緣大福,90230828,苗實,,C級客戶,烘焙業,個人工作室,台北市大安區,台北市大安區光復南路308巷38號7樓之1 **營業:13:00-18:00*(10-13點這個時段可以收貨*下午時段不一定),0965-022956,,貨到收款,20241202,,
B5408,kikumo,79823606,苗實,,C級客戶,飲品咖啡店,咖啡店,台北市中山區,台北市中山區中原街4號1樓(週四休)-收貨 : 8:00~18:00,0932-852723,,貨到收款,20221124,,
B5409,魚，吃什麼,,苗實,,C級客戶,烘焙業,個人工作室,台北市北投區,台北市北投區溫泉路68巷4-2號3樓- 收貨 : 09:00-18:00,0922-019883,,貨到收款,20231213,,
B5410,草頭西(停用),,鄭捷,,PF級客戶,餐廳,西式餐廳,台北市中正區,台北市中正區金門街25-2號1樓(週日一休)-收貨: 09：00~22：00,0989-500391,,貨到收款,20240415,,
B5411,黑米1948,90355761,苗實,,C級客戶,餐廳,西式餐廳,台北市大同區,台北市大同區太原路46號1樓-營業:10:00~20:00*週二公休,02-25588808,0913-306977,貨到收款,20240614,,
B5412,Fogant法式餐廳(翔飛餐飲),90667639,苗實,張沛宸,C級客戶,餐廳,西式餐廳,台北市內湖區,114台北市內湖區民權東路六段200號1樓(週一二休)-收貨:10:30-14:00,02-87910288,0963-571887王r,貨到收款,20260225,,
B5413,Stage咖啡,83057437,苗實,,C級客戶,飲品咖啡店,咖啡店,台北市中山區,台北市中山區中山北路一段73號1樓-營業:10:30~19:00(星期六日公休),02-25255577,0925-754299,貨到收款,,,
B5414,(停用)改B6382     日香,53769515,蕭育豐,,A級客戶,日式餐飲,燒肉店,台北市信義區,台北市信義區松壽路20號2樓-收貨:10:30-17:00,0978-700002,,月結30天,20241210,20241130,
B5415,君尹,50921001,陳采立,林宛瑜,PF級客戶,餐廳,西式餐廳,台北市中山區,台北市中山區伊通街27-2號-收貨:10-18 (週一休) 更改處需有收貨人員簽名,0971-283632,0993-022799宋s 闆娘,月結30天,20260320,,
B5416,Oncor KTV (響艷央廚),90668834,陳盈穎,林宛瑜,B級客戶,餐廳,西式餐廳,台北市中山區,10491台北市中山區樂群三路56號B1(B1停車場卸貨區)*收貨時間9:00-12:30/13:30-16:00無休,0970-709703,02-27721000#508,月結30天,20260320,,
B5417,Kanpai Classic天母店-乾杯,70443909,李丞凱,張瑋玲,P級客戶,日式餐飲,居酒屋/燒烤店,台北市士林區,台北市士林區忠誠路二段200號2樓,02-28771550,,月結30天,20260316,,
B5418,愛挑實,,潘彥甫,林宛瑜,C級客戶,烘焙業,個人工作室,台北市萬華區,台北市萬華區萬青街130號1樓-收貨 : 08:00-17:30,0955-608985,,貨到收款,20260309,,
B5419,% Arabica(萊比卡),83401993,苗實,,C級客戶,飲品咖啡店,咖啡店,台北市信義區,台北市信義區信義路五段150巷22弄65號-收貨:08:00-17:30,02-77426250,0958-665229,貨到收款,,,
B5420,初起(停用),90307142,苗實,,C級客戶,烘焙業,西式麵包店,台北市士林區,台北市士林區福國路56巷11號1樓F-收貨 : 10:00-17:00,0966-575789,02-28310899,貨到收款,20240801,,
B5421,29街 艾斯多利亞,,苗實,朱佩珊,C級客戶,烘焙業,西式麵包店,台北市大安區,台北市大安區大安路一段176巷31號7樓-收貨 :8:00 - 19:00**到貨前電聯,0916-800694,,貨到收款,20260213,,
B5422,姊最甜,,苗實,林宛瑜,C級客戶,烘焙業,西式甜點店,台北市中山區,台北市中山區林森北路487號1樓店舖208室(週日一休)-收貨 : 12:00~18:00,0903-030629,,貨到收款,20250305,,
B5423,(停用)一牛樂(樂不老)(橘焱),90840574,李丞凱,,P級客戶,日式餐飲,居酒屋/燒烤店,台北市中山區,台北市中山區樂群三路303號1樓-收貨: 10:30之後,0983-500869,02-85015550,月結30天,20240108,,
B5424,SIDOLI小島裡,90829228,苗實,林宛瑜,C級客戶,飲品咖啡店,咖啡店,台北市大同區,台北市大同區長安西路245號(週一二休)-收貨 : 11:00-18:00,02-25525300,0975-893881(張小姐),貨到收款,20260318,,
